area,category,name,phone
"Shankill, Dublin",Artists,Callaghan Carol,(01)2826934
"Shankill, Dublin",Antiques & Curios,Spencer Antiques Sales & Restoration,(01)2825847
"Shankill, Dublin",Alternative & Complementary Medicine,Tallon Annette,(01)2800084
"Shankill, Dublin",Adult Education & Courses,Dublin College of Management & IT,(01)2865783
"Shankill, Dublin",Adult Education & Courses,Southside Local Employment Svces,(01)2824128
"Shankill, Dublin",Acupuncture,Tallon Annette,(01)2825528
"Shankill, Dublin",Acupuncture,Shankill Acupuncture & TCM Clinic,(01)2827561
"Shankill, Dublin",Accounting & Bookkeeping Service,Shankill Accounting & Taxation Service,(01)2821414
"Stoneybatter, Dublin",Takeaway Foods,Canton City,(01)6770318
"Stoneybatter, Dublin",Tailors,Pender R & Co Ltd,(01)8388687
"Stoneybatter, Dublin",Surveyors - Building,Dublin City Survey,(01)8389330
"Stoneybatter, Dublin",Security Services,Jaebrade Security Services,(01)8686106
"Stoneybatter, Dublin",Restaurants - Unlicensed,Metzo Pizzas,(086)2719609
"Stoneybatter, Dublin",Restaurants - Unlicensed,Mero Mero,(01)6707799
"Stoneybatter, Dublin",Restaurants - Unlicensed,Shangri - La Malaysian Chinese Restaurant,(01)6725002
"Stoneybatter, Dublin",Public Houses & Lounge Bars,              Glimmer Man The,(01)6779781
"Stoneybatter, Dublin",Public Houses & Lounge Bars,Clarkes City Arms,(01)8681818
"Stoneybatter, Dublin",Public Houses & Lounge Bars,Hynes Pub,(01)8681005
"Stoneybatter, Dublin",Public Houses & Lounge Bars,Tommy's,(01)6778178
"Stoneybatter, Dublin",Public Houses & Lounge Bars,Walshes,(01)6799693
"Stoneybatter, Dublin",Public Houses & Lounge Bars,Mulligans,(01)6779249
"Stoneybatter, Dublin",Public Houses & Lounge Bars,Glimmer Man The,(01)6774560
"Stoneybatter, Dublin",Psychotherapists,Jung Centre,(01)8684363
"Stoneybatter, Dublin",Property Development Companies,Landgarth Properties Ltd,(01)8685134
"Sutton, Dublin",Golf Equipment & Supplies,Golf Italian Style,(01)8324962
"Sutton, Dublin",Convents,Santa Sabina Dominican Convent,(01)8392421
"Sutton, Dublin",Schools & Colleges - National,Santa Sabina Domincan Secondary School,(01)8322200
"Sutton, Dublin",Acupuncture,"Kelly, Kathyan",(01)8394149
"Sutton, Dublin",Doctors - General Practitioners,"McNicholl, Dr P",(01)8390851
"Sutton, Dublin",Carpets - Cleaning,Chem-Dry Premium,(01)8394600
"Sutton, Dublin",Architects,Architectural Services,(01)8397165
"Sutton, Dublin",Town Planning Consultants,Gillett Peter P & Associates,(01)8325553
"Sutton, Dublin",Computer Maintenance & Repairs,BM Computers Ltd,(086)2347054
"Sutton, Dublin",Green Guide - Energy Management & Conservation,O'Malley Surveys,(01)4909439
"Sutton, Dublin",Sports Clubs & Associations,BAILY BADMINTON CLUB,(01)8392779
"Sutton, Dublin",Doctors - General Practitioners,"McDonnell, Dr Wm J",(01)8322151
"Sutton, Dublin",Hypnotherapists,"O'Connor, Ms Rita",(087)9441838
"Stillorgan, Dublin",Takeaway Foods,Apache Pizza,(01)2780888
"Stillorgan, Dublin",Swimming Pools - Contractors,Mulligan Leisure,(01)2783056
"Stillorgan, Dublin",Swimming Pools,Glenalbyn Swimming Pool,(01)2881502
"Stillorgan, Dublin",Swap Shops,Designer Clothing Exchange,(01)2885848
"Stillorgan, Dublin",Surveyors - Building,O'Connor Ken  Assoc,(01)2101772
"Stillorgan, Dublin",Sunbeds & Sunrooms,Irene Graf Beauty Salon,(01)2831080
"Stillorgan, Dublin","Stereo & Hi Fi Equipment, Supplies & Repairs",John A Kavanagh,(087)9966187
"Stillorgan, Dublin",Sports Grounds Contractors,Pride Sports & Leisure,(01)2011289
"Stillorgan, Dublin",Sports Goods - Wholesale,International Sports Dist's Ltd,(01)2953126
"Stillorgan, Dublin",Sports Clubs & Associations,Kilmacud Glenalbyn Sports Club,(01)2880857
"Stillorgan, Dublin",Speech & Language Therapists,Treacy R,(01)2780886
"Stillorgan, Dublin",Sports Clubs & Associations,Glenalbyn Social & Athletic Federation,(01)2886245
"      Stillorgan, Dublin",Shopping Centres,Stillorgan Shopping Centre,(01)2886004
"Stillorgan, Dublin",Shipping & Forwarding Agents,Intertrans,(01)2885547
"Stillorgan, Dublin",Service Stations - Cars,Esso Service Stations,(01)2784362
"Stillorgan, Dublin",Secretarial Services,Shanahan Word Processing Service,(01)2886744
"Templeogue, Dublin",Wine Importers,Best Cellars,(01)4946508
"Smithfield, Dublin",Flooring Contractors,Rudden Flooring Ltd,(01)6711616
"Smithfield, Dublin","Letting Agents - Apartments, Flats & Houses",Capel Abbey,(01)8720892
"Smithfield, Dublin",Fishing Gear & Tackle,A B C Fishing Tackle,(01)8731525
"Smithfield, Dublin","Fish Smokers, Curers & Packers",Clayton Love & Sons (Dublin) Ltd,(01)8301877
"Smithfield, Dublin",Fish - Wholesale,Kish Fish Co Ltd,(01)8728211
"Smithfield, Dublin",Fish,B & J Fishsales,(01)8723212
"Smithfield, Dublin",Financial Services,National Deposit Brokers Ltd,(01)8724000
"Smithfield, Dublin",Financial Services,Keane Pension and Investment Consultants Ltd,(01)8280080
"Smithfield, Dublin",Financial Services,Financial & Property Ltd,(01)8724758
"Smithfield, Dublin",Financial Brokers & Consultants,McEntee Financial Services Ltd,(01)8720066
"Smithfield, Dublin",Environmental & Ecological Organisations,CAAS (Environmental Services) Ltd,(01)8721530
"Smithfield, Dublin",Engineers - Consulting,Parsons Brinckerhoff (Ireland) Ltd,(01)6470300
"Smithfield, Dublin",Engineers - Consulting,Parsons Brinckerhoff (Ireland) Ltd,(01)8657600
"Santry, Dublin",Plastering Contractors,Irish Prestige Plastering,(087)2239195
"Santry, Dublin",Plastering Contractors,Long Jos Plastering,(087)2503474
"Santry, Dublin",Plant Hire & Contractors,Breffni Plant Hire Ltd,(01)8421955
"Santry, Dublin",Plant Hire & Contractors,James Devine Plant Hire,(01)8625577
"Santry, Dublin",Plant - New & Used,Allen Peter,(087)2558189
"Santry, Dublin",Photographers,Instant Images,(01)8625771
"Santry, Dublin",Photographers,Burke Photography,(01)8426500
"Santry, Dublin",Paving & Kerbing Contractors,Goldquest Developments Ltd,(01)8424038
"Santry, Dublin",Painting & Decorating Contractors,Heffernan P J,(01)8421786
"Santry, Dublin",Painting & Decorating Contractors,Hang Man II (Malone Brian),(01)8421707
"Santry, Dublin",Painting & Decorating Contractors,O'Carroll Mr Alan,(01)8421295
"Santry, Dublin",Painting & Decorating Contractors,Hathaway WJ,(01)8425987
"Santry, Dublin",Painting & Decorating Contractors,Bobby Duff,(01)8424571
"Santry, Dublin",Painting & Decorating Contractors,Master Painters & Decorators Of Ireland,(01)8442455
"Santry, Dublin",Painting & Decorating Contractors,APL Painting Services,(01)8429634
"Santry, Dublin",Painters' Supplies,Mac K Trading,(01)8422633
"Other Dublin Locations, Dublin",Architects,"Walker, Simon",(01)6767941
"Other Dublin Locations, Dublin",Sports Clubs & Associations,Aquamarine Diving Club,(01)8640160
"Other Dublin Locations, Dublin",Chimney Cleaning,Afire Chimney Cleaning,(01)2820595
"Other Dublin Locations, Dublin",Relocation Service,Dependable Man with A Van,(01)6208956
"Other Dublin Locations, Dublin",Charities & Caring Groups,Missions to Seamen,(01)8366079
"Other Dublin Locations, Dublin",Plumbing Contractors,Combined Services,(086)0813013
"Other Dublin Locations, Dublin",Glass,Academy Glass,(086)394 1995
"Other Dublin Locations, Dublin",Schools & Colleges - Post Primary & Tutorial,Irish Summer Colleges,(01)6790213
"Other Dublin Locations, Dublin",Trade Associations & Trade Unions,SIPTU,(01)8586300
"Other Dublin Locations, Dublin",Grease Traps,Environmental Innovations Ltd,(1890)908167
"Other Dublin Locations, Dublin",Insulation Materials - Manufacturing,Isover Ireland,(052)7466100
"Other Dublin Locations, Dublin",Fire & Flood Damage Repairs,Property Claims Direct,(1890)711711
"Other Dublin Locations, Dublin",Meats - Wholesale,Ballymooney Meats Ltd,(045)892000
"Other Dublin Locations, Dublin",Churches,Presbyterian Churches,(01)2694922
"Other Dublin Locations, Dublin",Creches & Nursery Schools,Bredas Playschool,(01)8401718
"Other Dublin Locations, Dublin",Airline & Aviation Services,Executive Towel Rental,(01)6031100
"Other Dublin Locations, Dublin",Alternative & Complementary Medicine,Reiki Patricia Sheehan,(086)3576142
"Other Dublin Locations, Dublin",Internet Services,Matrix Internet Solutions,(01)6711884
"Other Dublin Locations, Dublin",Towing & Breakdown Service,Hyland Recovery,(087)3268379
"Other Dublin Locations, Dublin",Tarmacadam Contractors,Citywest Paving Co,(085)7044853
"Other Dublin Locations, Dublin",Clocks - Industrial,Timeclox Ltd,(1890)908364
"Other Dublin Locations, Dublin",Libraries,Donegal County Council Library,(074)9175384
"Other Dublin Locations, Dublin",Cookers,NED Electric,(087)9753747
"Other Dublin Locations, Dublin",Lingerie,Ann Summers lingerie parties,(087)7661926
"Other Dublin Locations, Dublin",Company Formation,Intercompany Comparisons,(01)2405800
"Other Dublin Locations, Dublin",Artists, A Creative Dave ,(086)3825087
"Rathfarnham, Dublin",Dental Surgeons,Butterfield Dental Surgery,(01)4953648
"Rathfarnham, Dublin",Dental Laboratories,Coghlan Don,(01)4952444
"Rathfarnham, Dublin",Dental Laboratories,Sower John,(01)4931978
"Rathfarnham, Dublin",Dental Laboratories,Rathfarnham Dental Laboratory,(01)4930220
"Rathfarnham, Dublin",Demolition Contractors,Hegarty Demolition Ltd,(01)4905058
"Rathfarnham, Dublin",Delicatessens,Swiss Delicatessen,(01)4939980
"Rathfarnham, Dublin",Debt Collectors,S.D.I. State Services,(01)4934662
"Rathfarnham, Dublin",Data Communications,Ablecom Ltd,(01)4952200
"Rathfarnham, Dublin",Dancing Schools,Irish National Folk Company,(01)4933053
"Rathfarnham, Dublin",Curtains,R.K. Designs,(01)4911994
"Rathfarnham, Dublin",Curtains,Sutton Ward Interiors,(01)4944806
"Rathfarnham, Dublin",Curtain Fixtures & Fittings,Stitches Curtains,(01)2983540
"Rathfarnham, Dublin",Crystal,FitzGibbon Jewellers,(01)4937331
"Rathfarnham, Dublin",Credit Unions,Rathfarnham & District Credit Union,(01)4900162
"Rathfarnham, Dublin",Creches & Nursery Schools,Kids Inc,(01)4069879
"Rathfarnham, Dublin",Creches & Nursery Schools,         Parkside Premier Creche,(01)4938226
"Rathfarnham, Dublin",Creches & Nursery Schools,Buttercup  Childcare,(01)4949902
"Rathfarnham, Dublin",Craft Supplies,Art & Hobby Shop,(01)4950760
"Rathfarnham, Dublin",Counselling & Advisory Services,Home Birth Centre,(01)4922565
"Rathfarnham, Dublin",Counselling & Advisory Services,"Mary L. Daly, Dip.C.H., CHC(UK)",(01)4945378
"Rathfarnham, Dublin",Counselling & Advisory Services,McCourt Marie,(01)4945818
"Rathmines, Dublin",Architects,R D Architects,(01)4913003
"Rathmines, Dublin",Antiques & Curios,Herman & Wilkinson I.A.V.I.,(01)4972245
"Rathmines, Dublin",Antiques & Curios,Deco Art,(01)4963877
"Rathmines, Dublin",Amusement Centres,Edge The,(01)4971833
"Rathmines, Dublin",Alternative & Complementary Medicine,Abbey Grace Clinic,(01)4968493
"Rathmines, Dublin",Alternative & Complementary Medicine,Rathmines Clinic Of Natural Medicine,(01)4961316
"Rathmines, Dublin",Advertising Agencies,Rothco Ltd,(01)4914200
"Rathmines, Dublin",Advertising Agencies,Optimum Media Direction Ireland Ltd c/o Cawley Nea/Tbwa,(01)4966920
"Rathmines, Dublin",Advertising - Media,Unique Media Ltd,(01)4978738
"Rathmines, Dublin",Advertising - Media,Catchup Advertising & Design,(086)6086000
"Rathmines, Dublin",Accountants,Swan O Sullivan,(01)4764500
"Rathmines, Dublin",Accountants,Cahill Domhnall & Co,(01)4960255
"Rathmines, Dublin",Accountants,Devaney & Durkin,(01)4964022
"Rathmines, Dublin",Accountants,McCARRICK JOHN & ASSOCIATES,(01)4960102
"Rathmines, Dublin",Accountants,Donegan & Associates,(01)4972299
"Rathmines, Dublin",Accountants,Hunt Raymond A & Co,(01)4972494
"Rathmines, Dublin",Accountants,Institute of Chartered Accountants in Ireland,(01)4982000
"Rathmines, Dublin",Accountants,O'Brien & Co Accountants,(01)4969289
"Rathmines, Dublin",Solicitors,Wallis Solicitors,(01)4963333
"Rathmines, Dublin",Solicitors,Campbell J A & Co Solicitors,(01)4912732
"Rathmines, Dublin",Solicitors,O'Neill Cathal & Co,(01)4979089
"Rathmines, Dublin",Solicitors,Kilcullen & Associates,(01)4982548
"Rathmines, Dublin",Solicitors,Mee Walter & Company,(01)4966866
"                                     Sandyford, Dublin",Mobile Phones & Communications,Commercial Wireless,(01)2932600
"Sandyford, Dublin",Medical Centres,Advanced Radiology,(01)2135959
"Sandyford, Dublin",Mats - Supply Service,Hygiene Matters,(01)2130733
"Sandyford, Dublin",Marketing Consultants,Islandbridge Brand Development Ltd,(01)4953330
"Sandyford, Dublin",Marketing Consultants,Connect International Ltd,(01)2940490
"Sandyford, Dublin",Marketing Consultants,Marketing Initiatives,(01)2942100
"Sandyford, Dublin",Management Training,Trinity Institute,(01)2945252
"Sandyford, Dublin",Management Training,Dale Carnegie Training,(01)2130742
"Sandyford, Dublin",Management Consultants,Sheppard Moscow Irl Ltd,(01)2937010
"Sandyford, Dublin",Management Consultants,PL & Associates,(01)2130882
"Sandyford, Dublin",Mailroom Equipment,Mailing Systems Ltd,(01)2941474
"Sandyford, Dublin",Livestock Exporters,Sallyview Estates Ltd,(01)2930300
"Sandyford, Dublin",Stage Lighting & Equipment,Electric Light Co The,(01)2953999
"Sandyford, Dublin",Life & Business Coaches,Orla Bradley Life Coach,(086)2219922
"Sandyford, Dublin",Laser Eye Surgery,Beacon Eye Clinic,(01)2938960
"Sandyford, Dublin",Landscape Gardeners & Contractors,Burnett Landscapes,(01)2959018
"Sandyford, Dublin",Landscape Gardeners & Contractors,Hanlon Landscaping,(01)2954906
"Skerries, Dublin",Hairdressers - Ladies,Scully Martin Hairdressing,(01)8490829
"Skerries, Dublin",Hairdressers - Ladies ,Head To Toe,(01)8494512
"Skerries, Dublin",Hairdressers - Ladies,High Life Hair Studio,(01)8021709
"Skerries, Dublin",Hackney Cars,Balbriggan Cabs,(01)8411492
"Skerries, Dublin",Hackney Cars,Fingal Cabs,(01)8492263
"Skerries, Dublin",Guest Houses,Redbank House & Restaurant,(01)8490439
"Skerries, Dublin",Grocers,Darcys Foodstore,(01)8492153
"Skerries, Dublin",Grave Maintenance,Grave Carers,(087)4124948
"Skerries, Dublin",Golf Equipment & Supplies,Electric Golf Trolleys Co Ltd,(01)8492654
"Skerries, Dublin",Golf Clubs & Courses,Skerries Golf Club,(01)8491567
"Skerries, Dublin",Glass,Myra Glass Co Ltd,(01)4533321
"Skerries, Dublin",Gift Shops,Daisy Chain Store The,(01)8495057
"Skerries, Dublin",Gift Shops,All Rooms,(01)8491086
"Skerries, Dublin",Gift Shops,Moments,(01)8106739
"Skerries, Dublin",Gift Shops,Buzy Bee,(01)8490144
"Skerries, Dublin",Geologists,Nelson Philip,(01)8491837
"Skerries, Dublin",Gates,Candelabra Metalcraft,(01)8492548
"Skerries, Dublin",Garages,Boylans Garage,(01)8491344
"Stoneybatter, Dublin",Photographers - Commercial & Industrial,Arnold Bell Photography,(01)6359801
"Stoneybatter, Dublin",Off Licences & Wine Stores,Drinkstore,(01)6719760
"Stoneybatter, Dublin",Off Licences & Wine Stores,Belfry the,(01)6351518
"Stoneybatter, Dublin",Newsagents,Derek's,(01)6719373
"Stoneybatter, Dublin",Newsagents,Turners,(01)6770284
"Stoneybatter, Dublin",Newsagents,T.J. Kennedys,(01)8386278
"Stoneybatter, Dublin",Musical Instruments,Beatley James Violin Sales & Repairs,(01)6711721
"Stoneybatter, Dublin",Music Teachers,Murphy Mr Ken,(085)1487391
"Stoneybatter, Dublin",Music Teachers,Murphy Ken,(01)8823068
"Stoneybatter, Dublin",Butchers,Duffy's Choice Meats,(01)8385869
"Stoneybatter, Dublin",Machine Shops,Davor Engineering Ltd,(01)6705350
"Stoneybatter, Dublin",Life & Business Coaches,O'Neill Anne,(01)6772457
"Stoneybatter, Dublin",Schools & Colleges - 3rd Level (Universities),Saor Ollscoil Na Heireann,(01)8683368
"Stoneybatter, Dublin",Leather Goods,Leather Loft Ltd The,(01)8386531
"Stoneybatter, Dublin",Launderettes,Fresh As A Daisy Launderette,(086)2514351
"Stoneybatter, Dublin",Launderettes,Day and Night Laundry,(01)8384980
"Stoneybatter, Dublin",Lasers,B.A. Engineering Ltd,(01)8384884
"Stoneybatter, Dublin",Health Clubs,Bodyfirm Pilates,(01)8684600
"Stoneybatter, Dublin",Hackney Cars,Pheonix Cab Co,(01)6707333
"Sutton, Dublin",Marquees,Indus Marquees,(086)3070779
"Sutton, Dublin",Hairdressers - Ladies,Joseph Kramer Hair Studio,(01)8324868
"Sutton, Dublin",Plumbing Contractors,All Tiling & Plumbing,(086)3411962
"Sutton, Dublin",Lawnmower Sharpening & Repairing,Handy Hire & Sales,(01)8397608
"Sutton, Dublin",Boats,Dinghy Supplies Ltd,(1890)941212
"Sutton, Dublin",Surveyors - Quantity," Barry F Coonagh, M.S.C.S., M.R.I.C.S. ",(01)8396816(087)2072459
"Sutton, Dublin",Architects,Breitenstein F D Studio d'Architectes,(01)8326772
"Sutton, Dublin",Builders - General,Moran & Higgins Builders,(01)8324573
"Sutton, Dublin",Builders - General,Bayside Building Services,(01)8390250
"Sutton, Dublin",Plumbers,Donovan Anthony Ltd,(01)8391678
"Sutton, Dublin",Wedding Reception Services,Marine Hotel,(01)8390000
"Sutton, Dublin",Wedding Arrangement Services,Cascade Flowers,(01)8321133
"Sutton, Dublin",Washing Machines - Repairing,Denver Tony,(01)8324497
"Sutton, Dublin",Video Tapes & DVD's - Sales & Hire,Xtra-vision,(01)8390944
"Sutton, Dublin",Video Production & Facilities,Happycat Productions Ltd,(01)8339199
"Sutton, Dublin",Travel Agents & Tour Operators,John Cassidy Travel,(01)8395000
"Sutton, Dublin",Translators & Interpreters,O'Connor Philip,(01)8325419
"Sutton, Dublin",Translators & Interpreters,Astrom Lynch Ms Charlotta,(01)8397811
"Sutton, Dublin",Tiling Contractors,Cox & Murray Ltd,(01)8392586
"Sutton, Dublin",Telecommunications,Nuanet Ltd,(01)8320538
"Sutton, Dublin",Taxis & Taxicabs,Executive Cabs,(01)8396020
"Sutton, Dublin",Tarmacadam Contractors,B.T.S. Tarmac Services,(01)8326279
"Sutton, Dublin",Surveyors - Quantity,Farrelly John J MRICS ASCS,(01)8323446
"Sutton, Dublin",Surveyors - Quantity,Brian J McKay,(01)8394905
"Sutton, Dublin",Sports Clubs & Associations,Sutton Lawn Tennis Club,(01)8323035
"Stillorgan, Dublin",Secretarial Services,Typing Express,(01)2952753
"Stillorgan, Dublin",Secretarial Services,Premier Business Services,(01)2781383
"Stillorgan, Dublin","Schools & Colleges Business,Commercial & Design",Laurel Gate Language School,(01)2833480
"Stillorgan, Dublin",Schools & Colleges - Post Primary & Tutorial,St Raphaelas Secondary School,(01)2888730
"Stillorgan, Dublin",Schools & Colleges - Post Primary & Tutorial,Colaiste IosagÃ¡in,(01)2884028
"Stillorgan, Dublin",Sales Training,P J S,(01)2888160
"Stillorgan, Dublin",Sales Training,optimAs,(01)2784445
"Stillorgan, Dublin",Safety Consultants & Training,Occupational Physiotherapy Solutions,(01)2885855
"Stillorgan, Dublin",Safety Consultants & Training,Frontline Safety,(01)2888216
"Stillorgan, Dublin",Safety Consultants & Training,Event  Safety,(087)2627787
"Stillorgan, Dublin",Safes & Vaults,Dominator Safe Co,(01)2888799
"Stillorgan, Dublin",Roof Lights,H Holdings Ltd,(01)2888065
"Stillorgan, Dublin",Restaurants - Licensed,Casanova,(01)2783310
"Stillorgan, Dublin",Restaurants - Licensed,China Sichuan Restaurant,(01)2884817
"Stillorgan, Dublin",Restaurants - Licensed,Rica Coffee House,(01)2835490
"Stillorgan, Dublin",Restaurants - Licensed,Luigi Malones Restaurant,(01)2786024
"Stillorgan, Dublin",Restaurants - Licensed,Yo Thai,(01)2888994
"Stillorgan, Dublin",Restaurants - Licensed,Monsoon Tandoori,(01)2884262
"Stillorgan, Dublin",Restaurants - Licensed,Pings Chinese Restaurant,(01)2831373
"Templeogue, Dublin",Web Design,GaaTec,(087)9804545
"Templeogue, Dublin",Photographers,"Colreavy, Cliff",(087)8105936
"Templeogue, Dublin",Photographers,Kirwin Gerry Photography,(01)4902957
"Templeogue, Dublin",Heating Contractors - Domestic,"Stanley, John",(01)4562104
"Templeogue, Dublin",Plumbing Contractors,"Stanley, John",(01)4904672
"Templeogue, Dublin",Tiling Contractors,"Martina, Tony",(01)4566468
"Templeogue, Dublin",Ladies Fashions,Alyson Gray,(01)4942733
"The Baskins, Dublin",Wedding Arrangement Services,Big Sister Enterprises Ltd,(01)8433159
"Swords, Dublin",Closed Circuit Television, SwordsSatellites.ie ,(085)8333333
"Smithfield, Dublin",Engineers - Consulting,Walsh Goodfellow Consulting Structural  & Civil Engineers,(01)8727533
"Smithfield, Dublin",Engineers - Agents,McCrory Ltd,(01)8729148
"Smithfield, Dublin",Employment Agencies,Recruitment 2 Recrutiment,(01)8724669
"Smithfield, Dublin",Employment Agencies,Recruitment 2 Recrutiment,(01)8724666
"Smithfield, Dublin",Embassies & Consular Missions,Icelandic Consulate,(01)6688777
"Smithfield, Dublin",Electrical Equipment & Supplies - Wholesale,Socket Tool Co - Steinel,(01)8725433
"Santry, Dublin",Packaging Materials,Ashdale Packaging Sales Ltd,(01)8425126
"Santry, Dublin",Packaging Materials,Packaging Professionals The,(01)8427777
"Santry, Dublin",Optical Goods - Wholesale,Jaikudo Ireland Ltd,(01)8165522
"Other Dublin Locations, Dublin",Graffiti Cleaning,Graffiti Master,(086)3252271
"Other Dublin Locations, Dublin",Storage & Self Service Storage,Need More Space,(1890)941575
"Other Dublin Locations, Dublin",Ceiling Contractors,E.L.C. Construction,(01)2944718
"Other Dublin Locations, Dublin",Alternative & Complementary Medicine,Beautiful Beginnings Baby Massage Classes,(087)2070225
"Other Dublin Locations, Dublin",Charities & Caring Groups,Total Fundraising Limited,(01)8848000
"Other Dublin Locations, Dublin",Creches & Nursery Schools,Grasshopper Creche,(01)8775978
"Other Dublin Locations, Dublin",Direct Marketing,An Post Services,(1890)941819
"Other Dublin Locations, Dublin",Log Buildings,Gardenrooms.ie,(1890)947653
"Other Dublin Locations, Dublin",Govt Dept - Justice & Equality,The Courts Service District Court Offices And Small Claims Registrars,(01)8886118
"Other Dublin Locations, Dublin",City & County Councils,Donegal County Council Letterkenny Electoral Area Public Service Centre,(074)9194200
"Other Dublin Locations, Dublin",Fashion Accessories,River Island Mens,(01)8223686
"Other Dublin Locations, Dublin",Engineers' Supplies,MB Industrial Supplies,(087)2587888
"Rathfarnham, Dublin",Counselling & Advisory Services,National Counselling Institute of Ireland,(01)4953003
"Rathfarnham, Dublin",Counselling & Advisory Services,Awakenings,(01)4920122
"Rathfarnham, Dublin",Cosmetics & Toiletries,Beauty Store The,(01)4930940
"Rathfarnham, Dublin",Cosmetics & Toiletries,Mercury Direct Limited,(01)4069463
"Rathfarnham, Dublin",Opticians - Ophthalmic,Association of Optometrists Ireland,(01)4931224
"Rathfarnham, Dublin",Opticians - Dispensing,Vision@McNally Opticians,(01)4941066
"Rathfarnham, Dublin",Computers,Ceon Ltd,(1890)564043
"Rathfarnham, Dublin",Computers,IT Warehouse Ltd,(01)4934682
"Rathfarnham, Dublin",Computers,Computer Services,(01)4939291
"Rathfarnham, Dublin",Computer Training,Futurekids,(01)4939622
"Rathmines, Dublin",Solicitors,Sean McDonnell & Co,(01)4961833
"Sandyford, Dublin",Ladies Fashions,Armadilo,(01)2956791
"Sandyford, Dublin",Kitchen Cabinets & Units,Cash & Carry Kitchens Ltd,(01)2940866
"Sandyford, Dublin",Kitchen Cabinets & Units,J & G Kitchens,(087)2271825
"Sandyford, Dublin",Ironing Services,Pressing Needs,(01)2952699
"Sandyford, Dublin",Invoice Discounting,AIB Commercial Services Ltd,(01)6672500
"Sandyford, Dublin",Interior Designers,Axiom Design Ltd,(01)2135140
"Sandyford, Dublin",Interior Designers,McNally Design International,(01)2934300
"Sandyford, Dublin",Interior Designers,Interiors,(1850)331000
"Sandyford, Dublin",Insurance Companies,R B C Reinsurance (Ireland) Ltd.,(01)2130707
"Sandyford, Dublin",Insurance Companies,Oregan Financial Ltd,(01)2130740
"Skerries, Dublin",Garages,McClean C,(01)8490566
"Skerries, Dublin",Garages,J. H. Auto Sales & Services Ltd,(01)8438225
"Skerries, Dublin",Office Furniture & Equipment,Concorde Screen Systems Ltd,(01)8490301
"Skerries, Dublin",Office Furniture & Equipment - Manufacturing,Palmac Interiors Ltd,(01)8414361
"Skerries, Dublin",Funeral Directors,Boylan Ronald,(01)8491411
"Skerries, Dublin",Funeral Directors,Lannons,(01)8491277
"Skerries, Dublin",Shoe & Footwear Shops,Shoe Horn The,(01)8490847
"Skerries, Dublin",Shoe & Footwear Shops,Nu Shoes,(01)8490916
"Skerries, Dublin",Florists,Arbour Blooms,(01)8494324
"Skerries, Dublin",Florists,Malahide Swords & Skerries Florist,(01)8490783
"Skerries, Dublin",Fish - Wholesale,Wilde Ivan,(01)8490152
"Skerries, Dublin",Fire Protection Engineers,Gleesons Powers Ireland Ltd,(087)2905561
"Skerries, Dublin",Fire Extinguishers,Gold Star Fire Protection,(01)8491070
"Skerries, Dublin",Hire - Tools & Equipment,Grimes Brothers Hardware,(01)8490095
"Skerries, Dublin",Electrical Engineers,Access Electrical Services,(01)8494940
"Stoneybatter, Dublin",Grocers,Maureen's,(01)6711226
"Stoneybatter, Dublin",Govt Dept - Health & Children,Health Service Executive,(01)6773965
"Stoneybatter, Dublin",Govt Dept - Education & Science,National Centre For Guidance In Education,(01)8690715
"Stoneybatter, Dublin",Glass,Swift Glass Service,(01)8386977
"Stoneybatter, Dublin",Gas - Domestic,Acme Gas Delivery,(01)8386354
"Stoneybatter, Dublin",Garden Maintenance,Kiltartan Gardening,(01)8386299
"Stoneybatter, Dublin",Garages,Westbury Auto Services,(01)8683077
"Stoneybatter, Dublin  ",Health Foods & Products,Manor Health Shop,(01)6713904
"Stoneybatter, Dublin",Health Foods & Products,Fibre Food Co Ltd,(01)8386350
"Stoneybatter, Dublin","Fireplaces, Equipment & Accessories",Manor Fireplaces Ltd,(01)6774591
"Stoneybatter, Dublin",Film Production - Companies & Personnel,Pinhole Pictures,(087)6834255
"Stoneybatter, Dublin",Employment Agencies,North West Inner City Local Employment Service,(01)8686333
"Stoneybatter, Dublin",Educational Agencies,Developing Alternative Values,(01)8383563
"Sutton, Dublin",Sports Clubs & Associations,Sutton Dinghy Club,(01)8393135
"Sutton, Dublin",Service Stations - Cars,Greenfield Service Station,(01)8324159
"Sutton, Dublin",Schools & Colleges - Post Primary & Tutorial,St Fintan's High School,(01)8324632
"Sutton, Dublin",Schools & Colleges - Post Primary & Tutorial,Sutton pk School,(01)8322940
"Sutton, Dublin",Sales Training,Mulcahy S Frontiers,(01)8325329
"Sutton, Dublin",Restaurants - Licensed,Coffeys,(01)8394694
"Sutton, Dublin",Restaurants - Licensed,Sutton Comfort,(01)8390218
"Sutton, Dublin",Restaurants - Licensed,Sutton Comfort Chinese Cuisine,(01)8393667
"Sutton, Dublin",Removal & Storage,McGuire Removals,(01)8392298
"Stillorgan, Dublin",Restaurants - Licensed,Joel Properties Ltd,(01)2836077
"Stillorgan, Dublin",Religious Organisations,Daughters Of The Cross The,(01)2887401
"Stillorgan, Dublin",Religious Organisations,Franciscan Bros,(01)2888723
"Stillorgan, Dublin",Religious Organisations,St John of God Brothers,(01)2831201
"Stillorgan, Dublin",Recruitment Specialists,MTR Consulting,(01)2100047
